MEETVERANTWOORDELIJKE	NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	aantal aansluitingen	%Leveringsrichting	%Fysieke status	%Defintieve aansl (NRM)	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
8716878999989	8716878999996	871687800090000000	DE FRANKENTHALER	2291JB	2291JB	WATERINGEN	NL	ELK	KVB	15	86,67	100	100	100	1x35	2860	53,33	100	5,1
8716878999989	8716878999996	871718518003006000	DE FRANKENTHALER	2291JB	2291JB	WATERINGEN	NL	GAS	KVB	15	100	100	100	100	G4	1143	0	100	2
8716878999989	8716878999996	871687800090000000	DE FRANKENTHALER	2291JC	2291JC	WATERINGEN	NL	ELK	KVB	17	70,59	100	100	94	1x35	2947	58,82	100	5,1
8716878999989	8716878999996	871718518003006000	DE FRANKENTHALER	2291JC	2291JC	WATERINGEN	NL	GAS	KVB	16	100	100	100	94	G4	1374	0	100	2
8716878999989	8716878999996	871687800090000000	DE FRANKENTHALER	2291JD	2291JD	WATERINGEN	NL	ELK	KVB	11	63,64	100	100	82	1x35	3107	63,64	81,82	4,9
8716878999989	8716878999996	871718518003006000	DE FRANKENTHALER	2291JD	2291JD	WATERINGEN	NL	GAS	KVB	11	100	100	100	100	G4	1581	0	81,82	2
8716878999989	8716878999996	871687800090000000	DE FRANKENTHALER	2291JE	2291JE	WATERINGEN	NL	ELK	KVB	12	58,33	100	100	67	1x35	3437	50	91,67	4,8
8716878999989	8716878999996	871718518003006000	DE FRANKENTHALER	2291JE	2291JE	WATERINGEN	NL	GAS	KVB	12	100	100	100	100	G4	1439	0	91,67	2
8716878999989	8716878999996	871687800090000000	DE MUSCAAT	2291JG	2291JG	WATERINGEN	NL	ELK	KVB	14	92,86	100	100	100	1x35	2742	64,29	100	5
8716878999989	8716878999996	871718518003006000	DE MUSCAAT	2291JG	2291JG	WATERINGEN	NL	GAS	KVB	14	100	100	100	100	G4	1211	0	100	2
8716878999989	8716878999996	871687800090000000	DE MUSCAAT	2291JH	2291JH	WATERINGEN	NL	ELK	KVB	17	94,12	100	100	100	1x35	3045	64,71	100	5,1
8716878999989	8716878999996	871718518003006000	DE MUSCAAT	2291JH	2291JH	WATERINGEN	NL	GAS	KVB	17	100	100	100	100	G4	1182	0	100	2
8716878999989	8716878999996	871687800090000000	DE MUSCAAT	2291JJ	2291JJ	WATERINGEN	NL	ELK	KVB	13	84,62	100	100	100	1x35	3270	38,46	92,31	5
8716878999989	8716878999996	871718518003006000	DE MUSCAAT	2291JJ	2291JJ	WATERINGEN	NL	GAS	KVB	13	100	100	100	100	G4	1098	0	92,31	2
